label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41
OPEN_PALM,0.0,0.0,0.1899375319480896,-0.1478109210729599,0.35266655683517456,-0.4204087555408478,0.46995455026626587,-0.6774901151657104,0.5757393836975098,-0.8536531329154968,0.17570675909519196,-0.9662212133407593,0.22510412335395813,-1.3509118556976318,0.23971842229366302,-1.5933791399002075,0.24147942662239075,-1.8053044080734253,0.03202575817704201,-0.999487042427063,0.022822445258498192,-1.4288476705551147,0.005359862931072712,-1.6865570545196533,-0.017567990347743034,-1.898179054260254,-0.09403786808252335,-0.9352625608444214,-0.133072167634964,-1.3179988861083984,-0.16104251146316528,-1.5569058656692505,-0.1842571198940277,-1.762771725654602,-0.2104407399892807,-0.7909225225448608,-0.3022015392780304,-1.0562167167663574,-0.3637022078037262,-1.2240360975265503,-0.4122840464115143,-1.3908907175064087
OPEN_PALM,0.0,0.0,0.17276105284690857,-0.2360319346189499,0.29480084776878357,-0.5722259879112244,0.37994131445884705,-0.8838480114936829,0.4790981113910675,-1.1137659549713135,0.031924571841955185,-1.0304555892944336,2.0921157556585968e-05,-1.4494314193725586,-0.03379715234041214,-1.711669683456421,-0.07086776942014694,-1.9465998411178589,-0.12633450329303741,-0.9919877052307129,-0.22074386477470398,-1.4121719598770142,-0.29019680619239807,-1.6725800037384033,-0.35463955998420715,-1.893336296081543,-0.2459326684474945,-0.851965606212616,-0.3676410913467407,-1.2036164999008179,-0.4520571231842041,-1.4281083345413208,-0.5226690769195557,-1.6285908222198486,-0.33087703585624695,-0.6357936859130859,-0.488357275724411,-0.8229013681411743,-0.5909875631332397,-0.9482408761978149,-0.6796940565109253,-1.083206057548523
OPEN_PALM,0.0,0.0,0.23561978340148926,0.0004675119125749916,0.4631737768650055,-0.14602568745613098,0.6448416709899902,-0.3121054172515869,0.7999171614646912,-0.4176138639450073,0.4131675660610199,-0.8131006360054016,0.5661439299583435,-1.1540881395339966,0.6509935259819031,-1.3846434354782104,0.7124431729316711,-1.598177194595337,0.27119117975234985,-0.962525486946106,0.37306204438209534,-1.3922206163406372,0.42178380489349365,-1.6700295209884644,0.45206335186958313,-1.9114865064620972,0.12476649880409241,-0.9954863786697388,0.18272042274475098,-1.4067165851593018,0.20963817834854126,-1.6788591146469116,0.23324653506278992,-1.913867473602295,-0.02756423130631447,-0.9351988434791565,-0.04989578202366829,-1.2679716348648071,-0.06304161995649338,-1.4900044202804565,-0.06330468505620956,-1.6990712881088257
OPEN_PALM,0.0,0.0,0.21101315319538116,-0.10851384699344635,0.4007164537906647,-0.3515027165412903,0.5381829142570496,-0.5889272689819336,0.6725854873657227,-0.7351742386817932,0.2553476095199585,-0.9192437529563904,0.3407129943370819,-1.299065113067627,0.37887686491012573,-1.548582673072815,0.4008451998233795,-1.7716984748840332,0.10735047608613968,-0.9942212700843811,0.1362782120704651,-1.4283006191253662,0.13782505691051483,-1.711276650428772,0.12854376435279846,-1.9536035060882568,-0.03045402653515339,-0.9593998789787292,-0.04518872871994972,-1.3652812242507935,-0.06124473363161087,-1.6254383325576782,-0.0734790787100792,-1.8566038608551025,-0.15985152125358582,-0.8348978757858276,-0.2436952143907547,-1.1259385347366333,-0.2971579134464264,-1.3181618452072144,-0.33606356382369995,-1.510239601135254
OPEN_PALM,0.0,0.0,0.19071730971336365,-0.1830151528120041,0.341227650642395,-0.4907013177871704,0.4416316747665405,-0.7651237845420837,0.5371959209442139,-0.9579563140869141,0.12626904249191284,-0.9829474687576294,0.16530545055866241,-1.383124828338623,0.1757851094007492,-1.6447466611862183,0.17283064126968384,-1.8753517866134644,-0.016025353223085403,-0.9998716115951538,-0.04798465967178345,-1.4384373426437378,-0.07911445200443268,-1.716162085533142,-0.11533840745687485,-1.9508016109466553,-0.13721589744091034,-0.9174920320510864,-0.19900518655776978,-1.2996450662612915,-0.24186654388904572,-1.5556455850601196,-0.280896931886673,-1.7824628353118896,-0.24510030448436737,-0.7533195614814758,-0.3596501648426056,-1.0092848539352417,-0.43354737758636475,-1.1857776641845703,-0.4948629140853882,-1.366442084312439
OPEN_PALM,0.0,0.0,0.22048188745975494,-0.14766262471675873,0.40496230125427246,-0.38251572847366333,0.5351926684379578,-0.6335247159004211,0.6493238806724548,-0.7930375337600708,0.15058757364749908,-0.953571617603302,0.22273039817810059,-1.3025829792022705,0.2488689422607422,-1.5269032716751099,0.2592862546443939,-1.721405267715454,-8.120914571918547e-05,-1.0,-0.008824100717902184,-1.4052033424377441,-0.023851078003644943,-1.6282787322998047,-0.04233155772089958,-1.8066649436950684,-0.13524514436721802,-0.9560865163803101,-0.1926708072423935,-1.3239141702651978,-0.2271232008934021,-1.5320940017700195,-0.2533697187900543,-1.7106664180755615,-0.2591261565685272,-0.8301423788070679,-0.3750440180301666,-1.0842077732086182,-0.4436807632446289,-1.2554147243499756,-0.49701404571533203,-1.4229367971420288
OPEN_PALM,0.0,0.0,-0.027570609003305435,-0.6257798075675964,-0.1784726232290268,-1.1531497240066528,-0.3230680525302887,-1.5472930669784546,-0.3486713767051697,-1.9068812131881714,-0.7419365644454956,-0.9112372994422913,-1.0583349466323853,-1.1129287481307983,-1.2684930562973022,-1.2186187505722046,-1.4615228176116943,-1.283746600151062,-0.828461766242981,-0.560045599937439,-1.204353928565979,-0.6561234593391418,-1.4475699663162231,-0.6786690354347229,-1.6599684953689575,-0.6721463203430176,-0.8286323547363281,-0.19913239777088165,-1.183074951171875,-0.23635660111904144,-1.4138339757919312,-0.2336159348487854,-1.6194487810134888,-0.2240559607744217,-0.7587993144989014,0.1718398928642273,-1.0347737073898315,0.28916439414024353,-1.2180249691009521,0.38023221492767334,-1.3929364681243896,0.4422449469566345
OPEN_PALM,0.0,0.0,-0.07463394105434418,-0.6562394499778748,-0.2311319261789322,-1.173233985900879,-0.39424943923950195,-1.5473682880401611,-0.4512379765510559,-1.9514718055725098,-0.8452215790748596,-0.8116200566291809,-1.2103501558303833,-0.9419417381286621,-1.4486805200576782,-0.9854418039321899,-1.6678845882415771,-1.0065162181854248,-0.9132349491119385,-0.4074333608150482,-1.3212227821350098,-0.4096145033836365,-1.5879639387130737,-0.36520037055015564,-1.8180097341537476,-0.3139740824699402,-0.8829486966133118,-0.013420987874269485,-1.262737512588501,0.0362439900636673,-1.5144044160842896,0.07788878679275513,-1.7373124361038208,0.10767213255167007,-0.7804954051971436,0.3715021312236786,-1.0824449062347412,0.5419055223464966,-1.2848948240280151,0.6486933827400208,-1.4822508096694946,0.7175860404968262
OPEN_PALM,0.0,0.0,-0.024073177948594093,-0.6255426406860352,-0.17404595017433167,-1.1481847763061523,-0.31701019406318665,-1.5322926044464111,-0.34248054027557373,-1.9040883779525757,-0.7170339226722717,-0.965898334980011,-1.0441077947616577,-1.2024142742156982,-1.2628952264785767,-1.3254302740097046,-1.463688611984253,-1.405449628829956,-0.8003440499305725,-0.5995410680770874,-1.1899516582489014,-0.7128775119781494,-1.4446580410003662,-0.7546125054359436,-1.6671682596206665,-0.7597162127494812,-0.7905198931694031,-0.22784246504306793,-1.1441733837127686,-0.24690884351730347,-1.3793067932128906,-0.25502192974090576,-1.5888363122940063,-0.25601035356521606,-0.7097032070159912,0.14289720356464386,-0.994901716709137,0.26323455572128296,-1.1833535432815552,0.34601718187332153,-1.366536259651184,0.39904823899269104
OPEN_PALM,0.0,0.0,0.13531024754047394,-0.23875410854816437,0.23490898311138153,-0.5485928654670715,0.2891872525215149,-0.8525288105010986,0.35191693902015686,-1.0983048677444458,0.02061210200190544,-1.0130465030670166,0.015780452638864517,-1.405362844467163,-0.0071466704830527306,-1.6416829824447632,-0.03374011442065239,-1.8448903560638428,-0.11615074425935745,-0.9932315349578857,-0.1813042312860489,-1.3935712575912476,-0.23612868785858154,-1.6299458742141724,-0.2848955988883972,-1.8154842853546143,-0.22536195814609528,-0.8844496011734009,-0.3143356144428253,-1.2342941761016846,-0.368773490190506,-1.4440128803253174,-0.41063034534454346,-1.6226649284362793,-0.31811201572418213,-0.7031131386756897,-0.421438604593277,-0.9386641979217529,-0.48538997769355774,-1.094521403312683,-0.5374947190284729,-1.254217267036438
OPEN_PALM,0.0,0.0,0.15776193141937256,-0.23460817337036133,0.27694350481033325,-0.5308716893196106,0.35312387347221375,-0.8294159173965454,0.43087369203567505,-1.0523744821548462,0.08606474101543427,-0.9974639415740967,0.1069168820977211,-1.3868175745010376,0.10375779867172241,-1.622743844985962,0.0961085632443428,-1.8226141929626465,-0.0485999695956707,-0.9988182783126831,-0.087212473154068,-1.412855625152588,-0.11651977896690369,-1.659197449684143,-0.14167244732379913,-1.8540821075439453,-0.1619434356689453,-0.9140642881393433,-0.230144202709198,-1.283791422843933,-0.265642374753952,-1.512317180633545,-0.28689897060394287,-1.7064836025238037,-0.26370295882225037,-0.7563072443008423,-0.3516462743282318,-1.0136423110961914,-0.4021931290626526,-1.187207818031311,-0.43846356868743896,-1.3618720769882202
OPEN_PALM,0.0,0.0,0.14326173067092896,-0.2454870492219925,0.23690657317638397,-0.588958740234375,0.28161731362342834,-0.8958684802055359,0.3326870799064636,-1.147052526473999,-0.035142477601766586,-1.0385332107543945,-0.0706760510802269,-1.4284747838974,-0.10750304162502289,-1.6651952266693115,-0.14616720378398895,-1.8688290119171143,-0.16894927620887756,-0.9856246709823608,-0.2555631399154663,-1.3844634294509888,-0.31925496459007263,-1.6332533359527588,-0.3785020411014557,-1.8360141515731812,-0.2703320384025574,-0.8504427075386047,-0.381519615650177,-1.1871131658554077,-0.45219382643699646,-1.412885308265686,-0.5130780339241028,-1.612851858139038,-0.34932997822761536,-0.6507003307342529,-0.4655011296272278,-0.8920064568519592,-0.5407888293266296,-1.054492712020874,-0.6052854657173157,-1.2179279327392578
OPEN_PALM,0.0,0.0,0.13068513572216034,-0.27580270171165466,0.2274073213338852,-0.6205073595046997,0.2758578360080719,-0.9540706276893616,0.32734107971191406,-1.211108684539795,-0.0036422996781766415,-1.0341286659240723,-0.025286389514803886,-1.441241979598999,-0.056026894599199295,-1.680321216583252,-0.086797796189785,-1.8826990127563477,-0.13739314675331116,-0.9905166029930115,-0.21233578026294708,-1.3948242664337158,-0.26912856101989746,-1.626120686531067,-0.31845828890800476,-1.804879069328308,-0.24266771972179413,-0.8700428605079651,-0.33752381801605225,-1.208231806755066,-0.39300060272216797,-1.4058152437210083,-0.4340927302837372,-1.5694844722747803,-0.33195334672927856,-0.6855898499488831,-0.42079827189445496,-0.9180952310562134,-0.4712282121181488,-1.0637660026550293,-0.5108597874641418,-1.2035431861877441
OPEN_PALM,0.0,0.0,0.14303670823574066,-0.3263094425201416,0.19793395698070526,-0.6631518602371216,0.20557855069637299,-0.9792248010635376,0.22912906110286713,-1.2154560089111328,-0.16011102497577667,-1.0157650709152222,-0.2291382998228073,-1.364172339439392,-0.28926023840904236,-1.567771553993225,-0.3484179377555847,-1.7374974489212036,-0.2947177588939667,-0.9555843472480774,-0.44557836651802063,-1.3331565856933594,-0.5401371717453003,-1.5483075380325317,-0.6193310022354126,-1.7090175151824951,-0.3890199065208435,-0.822839081287384,-0.5588022470474243,-1.1606730222702026,-0.6605823040008545,-1.3760989904403687,-0.7486969828605652,-1.5560998916625977,-0.45255517959594727,-0.6258392333984375,-0.6150000691413879,-0.8604525327682495,-0.7126402258872986,-1.0274319648742676,-0.7944998145103455,-1.1954306364059448
OPEN_PALM,0.0,0.0,0.13993152976036072,-0.18949656188488007,0.23909486830234528,-0.4676191806793213,0.29663172364234924,-0.7567504644393921,0.3630730211734772,-0.9908695816993713,0.05475310608744621,-0.9872245788574219,0.07245925068855286,-1.3890924453735352,0.06040731817483902,-1.6407902240753174,0.039891257882118225,-1.854030966758728,-0.07763200253248215,-0.9969820380210876,-0.1234552189707756,-1.4159965515136719,-0.1652831733226776,-1.6678602695465088,-0.204530730843544,-1.8701064586639404,-0.18643058836460114,-0.9148273468017578,-0.26264849305152893,-1.2800695896148682,-0.30707553029060364,-1.5082900524139404,-0.3410991132259369,-1.6986939907073975,-0.278908371925354,-0.7622955441474915,-0.36720025539398193,-1.0267128944396973,-0.42408740520477295,-1.2020907402038574,-0.4703659415245056,-1.3676939010620117
OPEN_PALM,0.0,0.0,0.12903741002082825,-0.25093185901641846,0.22638653218746185,-0.5779259204864502,0.2927268147468567,-0.8613318204879761,0.35398468375205994,-1.084737777709961,-0.028250614181160927,-1.0276591777801514,-0.057954441756010056,-1.4044215679168701,-0.08522294461727142,-1.6343164443969727,-0.11648743599653244,-1.840307593345642,-0.15547685325145721,-0.9878395795822144,-0.2449619621038437,-1.3808985948562622,-0.3120768666267395,-1.6162264347076416,-0.37292349338531494,-1.804587960243225,-0.2539904713630676,-0.8656760454177856,-0.3546963334083557,-1.2169971466064453,-0.42022520303726196,-1.4475817680358887,-0.4779425263404846,-1.6518419981002808,-0.33839690685272217,-0.6804797053337097,-0.43304136395454407,-0.966839075088501,-0.4920511841773987,-1.1587570905685425,-0.541266679763794,-1.3569945096969604
